image_id,pred_path,psnr,ssim,inference_time_seconds
GOPR0881_11_01_000217,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000217.png,34.611952025190874,0.972872793674469,1.2103878520429134
GOPR0881_11_01_000218,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000218.png,35.35753609190329,0.9758800864219666,1.2107893265783787
GOPR0881_11_01_000219,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000219.png,35.16188090874695,0.9751688838005066,1.210597462952137
GOPR0881_11_01_000220,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000220.png,35.124220417056314,0.9750565886497498,1.2106096036732197
GOPR0881_11_01_000221,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000221.png,36.95379670051934,0.9841697216033936,1.2104520238935947
GOPR0881_11_01_000222,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000222.png,36.082404007882744,0.9809772968292236,1.2105710729956627
GOPR0881_11_01_000223,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000223.png,37.24879380580741,0.9855166673660278,1.210792150348425
GOPR0881_11_01_000224,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000224.png,38.36697955283639,0.9892193078994751,1.2104153633117676
GOPR0881_11_01_000225,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000225.png,37.88483652773418,0.987687349319458,1.2105256952345371
GOPR0881_11_01_000226,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000226.png,36.738627998097186,0.9836608171463013,1.2106100022792816
GOPR0881_11_01_000227,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000227.png,37.5200334498195,0.9859767556190491,1.210760459303856
GOPR0881_11_01_000228,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000228.png,35.666004181257385,0.9793742895126343,1.2094729579985142
GOPR0881_11_01_000229,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000229.png,36.59245181332667,0.9816039204597473,1.2108188904821873
GOPR0881_11_01_000230,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000230.png,36.577063622576034,0.9809778332710266,1.210546363145113
GOPR0881_11_01_000231,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000231.png,36.5431511293946,0.9811112284660339,1.2107878476381302
GOPR0881_11_01_000232,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000232.png,37.92225067250591,0.9848477244377136,1.210222978144884
GOPR0881_11_01_000233,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000233.png,38.75882133399478,0.9881412982940674,1.2108245491981506
GOPR0881_11_01_000234,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000234.png,38.161731289255684,0.9856938719749451,1.2105008475482464
GOPR0881_11_01_000235,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000235.png,37.546660626379776,0.983364999294281,1.2107119970023632
GOPR0881_11_01_000236,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000236.png,37.03115339986598,0.9819878339767456,1.2093597501516342
GOPR0881_11_01_000237,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000237.png,38.60490224996801,0.9871851205825806,1.2105559185147285
GOPR0881_11_01_000238,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000238.png,39.49927675275045,0.9896612763404846,1.210428424179554
GOPR0881_11_01_000239,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000239.png,38.929153311133724,0.988675057888031,1.2108662128448486
GOPR0881_11_01_000240,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000240.png,36.832452290168256,0.9817693829536438,1.2103106267750263
GOPR0881_11_01_000241,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000241.png,37.92299317262844,0.9852007627487183,1.21037532761693
GOPR0881_11_01_000242,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000242.png,37.6315840568575,0.9850009083747864,1.2106569074094296
GOPR0881_11_01_000243,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000243.png,37.62909964365326,0.9838880896568298,1.2106763534247875
GOPR0881_11_01_000244,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000244.png,38.221197672038976,0.9867438077926636,1.2103047594428062
GOPR0881_11_01_000245,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000245.png,40.885410326311685,0.9930785298347473,1.2093737572431564
GOPR0881_11_01_000246,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000246.png,40.56387779058326,0.9913042783737183,1.2108610607683659
GOPR0881_11_01_000247,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000247.png,38.36994562094973,0.9864239692687988,1.2107225134968758
GOPR0881_11_01_000248,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000248.png,37.71800359448729,0.9856544733047485,1.2106969989836216
GOPR0881_11_01_000249,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000249.png,37.500952017208725,0.984262228012085,1.209547333419323
GOPR0881_11_01_000250,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000250.png,37.30954642632023,0.983852744102478,1.210420772433281
GOPR0881_11_01_000251,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000251.png,37.70355911533927,0.9848688244819641,1.2107030414044857
GOPR0881_11_01_000252,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000252.png,37.489971146471056,0.9862155318260193,1.2107583284378052
GOPR0881_11_01_000253,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000253.png,36.088656791808006,0.9811623096466064,1.2104641869664192
GOPR0881_11_01_000254,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000254.png,36.42532217735234,0.9810464382171631,1.2095174305140972
GOPR0881_11_01_000255,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000255.png,36.68219844283074,0.9822936654090881,1.2108089290559292
GOPR0881_11_01_000256,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000256.png,39.26748417407426,0.9902917146682739,1.2105758860707283
GOPR0881_11_01_000257,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000257.png,38.88804347316082,0.9886479377746582,1.2106609791517258
GOPR0881_11_01_000258,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000258.png,38.01774540599532,0.9860855340957642,1.2105202116072178
GOPR0881_11_01_000259,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000259.png,37.11030889163514,0.9829110503196716,1.210333712399006
GOPR0881_11_01_000260,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000260.png,38.26025230367761,0.9892265200614929,1.210474755614996
GOPR0881_11_01_000261,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000261.png,36.70267268646056,0.9821755886077881,1.2107803598046303
GOPR0881_11_01_000262,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000262.png,36.19787518238739,0.9802074432373047,1.2106924280524254
GOPR0881_11_01_000263,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000263.png,37.43491734384588,0.9873398542404175,1.2106566540896893
GOPR0881_11_01_000264,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000264.png,37.100499507856064,0.9838489294052124,1.209402572363615
GOPR0881_11_01_000265,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000265.png,36.309504961886326,0.981062650680542,1.2106458880007267
GOPR0881_11_01_000266,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000266.png,36.98488619951901,0.9827522039413452,1.2106951028108597
GOPR0881_11_01_000267,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000267.png,37.855707970536855,0.9881434440612793,1.2106867842376232
GOPR0881_11_01_000268,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000268.png,37.5274348982341,0.9844558238983154,1.2093942649662495
GOPR0881_11_01_000269,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000269.png,37.3923496009214,0.984237551689148,1.2105041667819023
GOPR0881_11_01_000270,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000270.png,37.48395775316185,0.9841399192810059,1.2106547057628632
GOPR0881_11_01_000271,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000271.png,37.96622980285696,0.9843840599060059,1.21074952557683
GOPR0881_11_01_000272,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000272.png,38.644340490998296,0.987061619758606,1.210690625011921
GOPR0881_11_01_000273,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000273.png,37.97762106250494,0.9848952889442444,1.2095321416854858
GOPR0881_11_01_000274,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000274.png,40.98602158705856,0.9920797348022461,1.210644006729126
GOPR0881_11_01_000275,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000275.png,37.76315052651685,0.9864201545715332,1.2105830274522305
GOPR0881_11_01_000276,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000276.png,38.593981326784935,0.9881506562232971,1.21070771291852
GOPR0881_11_01_000277,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000277.png,37.51285658848014,0.9833893775939941,1.2107431814074516
GOPR0881_11_01_000278,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000278.png,37.94266144630003,0.984828531742096,1.2091215513646603
GOPR0881_11_01_000279,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000279.png,40.65794066428403,0.9916859865188599,1.210469100624323
GOPR0881_11_01_000280,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000280.png,38.65786526435049,0.9867082834243774,1.2106754072010517
GOPR0881_11_01_000281,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000281.png,38.766164359337424,0.9869439005851746,1.2105294689536095
GOPR0881_11_01_000282,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000282.png,38.69588242315277,0.9868757128715515,1.2093835100531578
GOPR0881_11_01_000283,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000283.png,37.349907772191756,0.9828180074691772,1.2107552476227283
GOPR0881_11_01_000284,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000284.png,39.66344310370535,0.9885387420654297,1.2107397764921188
GOPR0881_11_01_000285,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000285.png,37.68997875559868,0.9840922355651855,1.2106502763926983
GOPR0881_11_01_000286,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000286.png,37.51001677413063,0.9832700490951538,1.2103171609342098
GOPR0881_11_01_000287,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000287.png,37.51132285810469,0.9839935302734375,1.2107792533934116
GOPR0881_11_01_000288,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000288.png,38.79709525472771,0.9857728481292725,1.2107257507741451
GOPR0881_11_01_000289,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000289.png,38.342025299664385,0.9850481152534485,1.2106741182506084
GOPR0881_11_01_000290,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000290.png,39.3893592407765,0.9879278540611267,1.2093629986047745
GOPR0881_11_01_000291,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000291.png,41.235293321680906,0.9914209842681885,1.210598025470972
GOPR0881_11_01_000292,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000292.png,40.66342383370667,0.9904155731201172,1.2106577083468437
GOPR0881_11_01_000293,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000293.png,40.598503626828744,0.9912373423576355,1.210356678813696
GOPR0881_11_01_000294,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000294.png,39.737472558113296,0.9884131550788879,1.209437470883131
GOPR0881_11_01_000295,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000295.png,39.271094935492506,0.985804557800293,1.2105805464088917
GOPR0881_11_01_000296,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000296.png,39.58214640611438,0.9874096512794495,1.2105755507946014
GOPR0881_11_01_000297,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000297.png,39.61255080579696,0.9876037836074829,1.210276022553444
GOPR0881_11_01_000298,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000298.png,38.5220349892637,0.9848946332931519,1.2094387002289295
GOPR0881_11_01_000299,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000299.png,38.93509790101404,0.9866252541542053,1.2106930613517761
GOPR0881_11_01_000300,/home/xuanqi/nafnet-vm-course-project/results/tta/images/GOPR0881_11_01_000300.png,37.59823091644012,0.9814758896827698,1.2105713747441769
